cik,gvkey,conm,DATADATE1,DATADATE2,SOURCE,coname,FNDATE,LNDATE,N10K,N10K_NT,N10K_A,N10Q,N10Q_NT,N10Q_A,NDEF,N8K,NTOT,FLAG
0000700923,007635,MYR GROUP INC -OLD,31DEC1968,31DEC1999,FDATE,MYR GROUP INC.,04APR1995,04FEB2020,17,0,1,50,0,0,23,123,788,3
0000071675,007862,ENERGY EAST CORP,31DEC1951,31DEC2007,CUSIP,NEW YORK STATE ELECTRIC & GAS CORP,11MAR1994,24MAR2005,12,0,0,33,0,0,8,15,117,2
0000071932,007892,NIAGARA MOHAWK HOLDINGS INC,31DEC1951,31DEC2000,FDATE,NIAGARA MOHAWK POWER CORP /NY/,09FEB1994,09NOV2007,21,0,7,44,0,4,11,57,218,2
0000073960,008099,FIRSTENERGY CORP,31DEC1951,31DEC2018,CUSIP,OHIO EDISON CO,09FEB1994,30JAN2020,35,0,10,64,1,6,16,62,294,2
0000723269,008222,IRONSTONE GROUP INC-OLD,31DEC1974,31DEC1989,CUSIP,IRONSTONE GROUP INC,13NOV1995,31MAR2016,30,9,2,67,6,0,3,18,157,3
0000075527,008272,SEMPRA ENERGY,31DEC1951,31DEC2018,CUSIP,PACIFIC ENTERPRISES INC,14FEB1994,20JUL2011,18,0,0,54,0,2,22,82,231,2
0001096950,008318,PANCRETEC INC,30JUN1985,30JUN1988,COMPH,"MEDTAINER, INC.",08FEB2000,15AUG2019,10,4,1,29,8,4,0,9,93,2
0001096950,008318,PANCRETEC INC,30JUN1985,30JUN1988,COMPH,"MEDTAINER, INC.",08FEB2000,15AUG2019,10,4,1,29,8,4,0,9,93,2
0001096950,008318,PANCRETEC INC,30JUN1985,30JUN1988,COMPH,"MEDTAINER, INC.",08FEB2000,15AUG2019,10,4,1,29,8,4,0,9,93,2
0001142576,008333,PAR PHARMACEUTCL HLDGS -REDH,30SEP1984,31DEC2014,CUSIP,OPTIMER PHARMACEUTICALS INC,13MAY2005,26MAR2015,9,1,1,20,0,0,16,98,566,2
0000317187,008455,PPL CORP,31DEC1951,31DEC2018,FDATE,PPL ELECTRIC UTILITIES CORP,03JAN1995,05NOV2019,26,0,1,81,0,6,16,129,374,2
0000317187,008455,PPL CORP,31DEC1951,31DEC2018,FDATE,PPL ELECTRIC UTILITIES CORP,03JAN1995,05NOV2019,26,0,1,81,0,6,16,129,374,2
0000317187,008455,PPL CORP,31DEC1951,31DEC2018,FDATE,PPL ELECTRIC UTILITIES CORP,03JAN1995,05NOV2019,26,0,1,81,0,6,16,129,374,2
0001177414,008480,VERIDICOM INTERNATIONAL INC,31MAR1983,31DEC2005,FDATE,ESSTEC INC,22JUL2002,04MAR2003,0,0,0,0,0,0,0,0,5,2
0000078100,008539,EXELON CORP,31DEC1951,31DEC2018,CUSIP,PECO ENERGY CO,28JAN1994,31OCT2019,30,0,5,88,0,10,16,441,715,2
0000079732,008694,PEPCO HOLDINGS INC,31DEC1951,31DEC2015,CUSIP,POTOMAC ELECTRIC POWER CO,10JAN1994,31OCT2019,27,0,2,82,0,4,11,139,415,2
0001408095,008725,PREMIER ENERGY CORP,30JUN1980,30JUN1982,COMPH,PREMIER ENERGY CORP.,15AUG2007,12APR2011,5,2,0,20,6,3,0,17,49,3
0001408095,008725,PREMIER ENERGY CORP,30JUN1980,30JUN1982,COMPH,PREMIER ENERGY CORP.,15AUG2007,12APR2011,5,2,0,20,6,3,0,17,49,3
0000081023,008807,PNM RESOURCES INC,31DEC1951,31DEC2018,FDATE,PUBLIC SERVICE CO OF NEW MEXICO,13JAN1994,01NOV2019,31,0,5,81,0,4,9,344,680,2
0000081100,008818,PUGET ENERGY INC,31DEC1951,31DEC2018,CUSIP,PUGET SOUND ENERGY INC,20JAN1994,07JAN2020,27,0,1,86,0,8,5,171,434,3
0000081100,008818,PUGET ENERGY INC,31DEC1951,31DEC2018,CUSIP,PUGET SOUND ENERGY INC,20JAN1994,07JAN2020,27,0,1,86,0,8,5,171,434,3
0000822411,008825,PURCELL CO INC,31DEC1971,31DEC1982,COMPH,"IMMUNOCELLULAR THERAPEUTICS, LTD.",24NOV1999,15NOV2018,19,0,2,63,6,5,13,140,552,2
0000822411,008825,PURCELL CO INC,31DEC1971,31DEC1982,COMPH,"IMMUNOCELLULAR THERAPEUTICS, LTD.",24NOV1999,15NOV2018,19,0,2,63,6,5,13,140,552,2
0000822411,008825,PURCELL CO INC,31DEC1971,31DEC1982,COMPH,"IMMUNOCELLULAR THERAPEUTICS, LTD.",24NOV1999,15NOV2018,19,0,2,63,6,5,13,140,552,2
0001403238,008877,QUICK & REILLY GROUP INC,28FEB1983,28FEB1997,COMPH,BLACKROCK ECOSOLUTIONS INVESTMENT TRUST,15JUN2007,26FEB2015,0,0,0,0,0,0,11,3,191,2
0001403238,008877,QUICK & REILLY GROUP INC,28FEB1983,28FEB1997,COMPH,BLACKROCK ECOSOLUTIONS INVESTMENT TRUST,15JUN2007,26FEB2015,0,0,0,0,0,0,11,3,191,2
0000084557,009194,RGS ENERGY GROUP INC,31DEC1951,31DEC2001,CUSIP,ROCHESTER GAS & ELECTRIC CORP,17FEB1994,24JUL2007,15,0,1,40,0,0,5,27,120,2
0000087050,009311,SBE INC,31OCT1975,31OCT2006,CUSIP,NEONODE INC.,14FEB1994,10JAN2020,28,2,2,86,4,7,44,176,858,2
0000087050,009311,SBE INC,31OCT1975,31OCT2006,CUSIP,NEONODE INC.,14FEB1994,10JAN2020,28,2,2,86,4,7,44,176,858,2
0000087050,009311,SBE INC,31OCT1975,31OCT2006,CUSIP,NEONODE INC.,14FEB1994,10JAN2020,28,2,2,86,4,7,44,176,858,2
0000086264,009375,ST LAWRENCE SEAWAY CORP-OLD,31MAR1975,31MAR2010,CUSIP,CARBON ENERGY CORP,23AUG1995,20DEC2019,28,0,5,89,4,11,22,95,456,2
0000086264,009375,ST LAWRENCE SEAWAY CORP-OLD,31MAR1975,31MAR2010,CUSIP,CARBON ENERGY CORP,23AUG1995,20DEC2019,28,0,5,89,4,11,22,95,456,2
0000086264,009375,ST LAWRENCE SEAWAY CORP-OLD,31MAR1975,31MAR2010,CUSIP,CARBON ENERGY CORP,23AUG1995,20DEC2019,28,0,5,89,4,11,22,95,456,2
0000093631,009402,MOVIE STAR INC,30JUN1968,30JUN2007,FDATE,FREDERICK'S OF HOLLYWOOD GROUP INC /NY/,13FEB1995,06JUN2014,27,2,6,61,1,2,28,106,680,2
0000093631,009402,MOVIE STAR INC,30JUN1968,30JUN2007,FDATE,FREDERICK'S OF HOLLYWOOD GROUP INC /NY/,13FEB1995,06JUN2014,27,2,6,61,1,2,28,106,680,2
0000314661,009403,LA QUINTA CORP,31OCT1968,31DEC2004,CUSIP,LA QUINTA PROPERTIES INC,07JAN1994,09FEB2006,22,2,9,41,1,4,16,86,385,3
0000314661,009403,LA QUINTA CORP,31OCT1968,31DEC2004,CUSIP,LA QUINTA PROPERTIES INC,07JAN1994,09FEB2006,22,2,9,41,1,4,16,86,385,3
0000314661,009403,LA QUINTA CORP,31OCT1968,31DEC2004,CUSIP,LA QUINTA PROPERTIES INC,07JAN1994,09FEB2006,22,2,9,41,1,4,16,86,385,3
0001044577,009413,ORALABS HOLDING CORP,30NOV1983,31DEC2005,CUSIP,"CHINA PRECISION STEEL, INC.",29AUG1997,17MAY2018,38,10,12,83,20,10,19,80,372,2
0001044577,009413,ORALABS HOLDING CORP,30NOV1983,31DEC2005,CUSIP,"CHINA PRECISION STEEL, INC.",29AUG1997,17MAY2018,38,10,12,83,20,10,19,80,372,2
0001421538,009482,SCIENCE MANAGEMENT CORP,31DEC1967,31DEC1993,COMPH,"INFINITY AUGMENTED REALITY, INC.",24DEC2007,24NOV2015,16,6,3,33,9,3,3,32,170,2
0001421538,009482,SCIENCE MANAGEMENT CORP,31DEC1967,31DEC1993,COMPH,"INFINITY AUGMENTED REALITY, INC.",24DEC2007,24NOV2015,16,6,3,33,9,3,3,32,170,2
0001421538,009482,SCIENCE MANAGEMENT CORP,31DEC1967,31DEC1993,COMPH,"INFINITY AUGMENTED REALITY, INC.",24DEC2007,24NOV2015,16,6,3,33,9,3,3,32,170,2
0001115836,009542,ORIENT EXPRESS HOTELS-OLD,31DEC1983,31DEC1993,FDATE,BELMOND LTD.,19JUN2000,29APR2019,31,0,12,56,1,0,0,197,552,2
0001115836,009542,ORIENT EXPRESS HOTELS-OLD,31DEC1983,31DEC1993,FDATE,BELMOND LTD.,19JUN2000,29APR2019,31,0,12,56,1,0,0,197,552,2
0000092116,009849,AMERICAN STATES WATER CO,31DEC1974,31DEC2018,CUSIP,GOLDEN STATE WATER CO,04MAR1994,04NOV2019,23,0,0,82,0,5,5,73,260,2
0000092116,009849,AMERICAN STATES WATER CO,31DEC1974,31DEC2018,CUSIP,GOLDEN STATE WATER CO,04MAR1994,04NOV2019,23,0,0,82,0,5,5,73,260,2
0000095302,010151,SUN CITY INDUSTRIES,31JAN1967,31JAN1997,CUSIP,WORLDWIDE BIOTECH & PHARMACEUTICAL CO,02MAY1994,28AUG2015,20,6,1,53,9,6,2,24,145,2
0000095302,010151,SUN CITY INDUSTRIES,31JAN1967,31JAN1997,CUSIP,WORLDWIDE BIOTECH & PHARMACEUTICAL CO,02MAY1994,28AUG2015,20,6,1,53,9,6,2,24,145,2
0000313625,010161,SUNBELT EXPLORATION INC,31AUG1980,31AUG1988,FDATE,IEXALT INC,16JUN1999,16SEP2002,5,0,1,14,0,1,2,27,65,2
0000313625,010161,SUNBELT EXPLORATION INC,31AUG1980,31AUG1988,FDATE,IEXALT INC,16JUN1999,16SEP2002,5,0,1,14,0,1,2,27,65,2
0001381341,010184,SUPER SKY INTERNATIONAL INC,31MAR1978,31MAR1987,COMPH,ECOTECH ENERGY GROUP INC.,29NOV2006,12SEP2016,10,2,2,25,6,3,0,24,83,2
0001381341,010184,SUPER SKY INTERNATIONAL INC,31MAR1978,31MAR1987,COMPH,ECOTECH ENERGY GROUP INC.,29NOV2006,12SEP2016,10,2,2,25,6,3,0,24,83,2
0000100826,010860,AMEREN CORP,31DEC1951,31DEC2018,CUSIP,UNION ELECTRIC CO,14JAN1994,24SEP2019,27,0,1,80,0,3,31,125,425,2
0001166272,011033,UNIVERSITY GENETICS,31JUL1983,31JUL1989,COMPH,GENETIC TECHNOLOGIES LTD,05DEC2001,31JAN2020,0,0,0,0,0,0,0,0,477,2
0001166272,011033,UNIVERSITY GENETICS,31JUL1983,31JUL1989,COMPH,GENETIC TECHNOLOGIES LTD,05DEC2001,31JAN2020,0,0,0,0,0,0,0,0,477,2
0000319008,011153,VIABLE RESOURCES INC,31MAR1982,31MAR1984,CUSIP,STATMON TECHNOLOGIES CORP,04NOV1999,06NOV2014,25,8,5,50,12,5,0,16,140,2
0000319008,011153,VIABLE RESOURCES INC,31MAR1982,31MAR1984,CUSIP,STATMON TECHNOLOGIES CORP,04NOV1999,06NOV2014,25,8,5,50,12,5,0,16,140,2
0000104819,011296,WGL HOLDINGS INC,31DEC1951,30SEP2017,FDATE,WASHINGTON GAS LIGHT CO,05JAN1995,16SEP2019,29,0,4,76,0,2,26,265,594,2
0000105006,011312,WATKINS-JOHNSON,31DEC1964,31DEC1998,CUSIP,WJ COMMUNICATIONS INC,10FEB1994,30MAY2008,23,2,7,49,3,5,40,105,645,2
0000105006,011312,WATKINS-JOHNSON,31DEC1964,31DEC1998,CUSIP,WJ COMMUNICATIONS INC,10FEB1994,30MAY2008,23,2,7,49,3,5,40,105,645,2
0000771950,011450,WESTWOOD ONE INC  -OLD,30NOV1983,31DEC2010,CUSIP,"DIAL GLOBAL, INC. /DE/",11JAN1994,12APR2013,29,2,7,67,3,7,33,128,737,2
0000771950,011450,WESTWOOD ONE INC  -OLD,30NOV1983,31DEC2010,CUSIP,"DIAL GLOBAL, INC. /DE/",11JAN1994,12APR2013,29,2,7,67,3,7,33,128,737,2
0001319229,011747,TRANSMONTAIGNE INC,30JUN1985,30JUN2005,CUSIP,TRANSMONTAIGNE PARTNERS LLC,09MAR2005,09AUG2019,17,1,1,42,0,0,4,203,837,3
0001319229,011747,TRANSMONTAIGNE INC,30JUN1985,30JUN2005,CUSIP,TRANSMONTAIGNE PARTNERS LLC,09MAR2005,09AUG2019,17,1,1,42,0,0,4,203,837,3
0001187449,011759,HALE RESOURCES LTD,30NOV1984,30NOV1992,COMPH,CNK GLOBAL INC.,11SEP2002,16APR2019,23,7,4,52,15,2,1,10,112,2
0001187449,011759,HALE RESOURCES LTD,30NOV1984,30NOV1992,COMPH,CNK GLOBAL INC.,11SEP2002,16APR2019,23,7,4,52,15,2,1,10,112,2
0000771617,011912,CST ENTERTAINMENT INC,30JUN1985,30JUN1996,CUSIP,"LEGACY HOLDING, INC.",10FEB1995,10DEC2012,18,2,3,42,0,1,2,1,72,2
0000771617,011912,CST ENTERTAINMENT INC,30JUN1985,30JUN1996,CUSIP,"LEGACY HOLDING, INC.",10FEB1995,10DEC2012,18,2,3,42,0,1,2,1,72,2
0001168335,012250,AMAG PHARMACEUTICALS INC,30SEP1985,31DEC2018,CUSIP,ABBOTT MEDICAL OPTICS INC,01MAR2002,17MAR2009,8,1,0,22,0,1,6,125,659,2
0001168335,012250,AMAG PHARMACEUTICALS INC,30SEP1985,31DEC2018,CUSIP,ABBOTT MEDICAL OPTICS INC,01MAR2002,17MAR2009,8,1,0,22,0,1,6,125,659,2
0000744218,012381,AVANT IMMUNOTHERAPEUTICS-OLD,30APR1986,31DEC2006,CUSIP,"CELLDEX THERAPEUTICS, INC.",06APR1995,06DEC2019,32,1,7,81,1,5,27,182,914,2
0000744218,012381,AVANT IMMUNOTHERAPEUTICS-OLD,30APR1986,31DEC2006,CUSIP,"CELLDEX THERAPEUTICS, INC.",06APR1995,06DEC2019,32,1,7,81,1,5,27,182,914,2
0000744218,012381,AVANT IMMUNOTHERAPEUTICS-OLD,30APR1986,31DEC2006,CUSIP,"CELLDEX THERAPEUTICS, INC.",06APR1995,06DEC2019,32,1,7,81,1,5,27,182,914,2
0000784681,012485,ALTICE USA INC,31DEC1985,31DEC2018,FDATE,CSC HOLDINGS LLC,10FEB1994,06JUL2016,43,3,18,79,3,11,6,243,565,2
0000784681,012485,ALTICE USA INC,31DEC1985,31DEC2018,FDATE,CSC HOLDINGS LLC,10FEB1994,06JUL2016,43,3,18,79,3,11,6,243,565,2
0000784681,012485,ALTICE USA INC,31DEC1985,31DEC2018,FDATE,CSC HOLDINGS LLC,10FEB1994,06JUL2016,43,3,18,79,3,11,6,243,565,2
0001060990,012868,QUIKSILVER INC,31OCT1986,31OCT2015,CUSIP,QUICKSILVER RESOURCES INC,03NOV1998,01SEP2016,31,6,8,56,2,3,15,252,1343,3
0000805928,012947,LECTEC CORP  -OLD,30JUN1986,31DEC2010,FDATE,"AXOGEN, INC.",12MAY1995,05FEB2020,35,4,6,79,3,2,24,131,756,2
0000805928,012947,LECTEC CORP  -OLD,30JUN1986,31DEC2010,FDATE,"AXOGEN, INC.",12MAY1995,05FEB2020,35,4,6,79,3,2,24,131,756,2
0001388855,012977,CLARK (DICK) PRODUCTIONS INC,30JUN1986,30JUN2001,COMPH,"DEER CONSUMER PRODUCTS, INC.",08FEB2007,12AUG2014,8,1,2,19,0,1,4,55,154,2
0001388855,012977,CLARK (DICK) PRODUCTIONS INC,30JUN1986,30JUN2001,COMPH,"DEER CONSUMER PRODUCTS, INC.",08FEB2007,12AUG2014,8,1,2,19,0,1,4,55,154,2
0000784539,013187,EACO CORP-OLD,31DEC1986,31AUG2009,CUSIP,EACO CORP,27JAN1995,06DEC2019,36,5,6,89,12,3,38,72,451,3
0000784539,013187,EACO CORP-OLD,31DEC1986,31AUG2009,CUSIP,EACO CORP,27JAN1995,06DEC2019,36,5,6,89,12,3,38,72,451,3
0001049659,013351,NATIONAL STEEL CORP  -CL B,31DEC1983,31DEC2002,COMPH,NATIONAL STEEL CO,22JAN2002,27JAN2020,0,0,0,0,0,0,0,0,947,3
0000793306,013432,BLUE DOLPHIN ENERGY CO  -OLD,31JAN1987,31DEC2010,CUSIP,BLUE DOLPHIN ENERGY CO,23MAR1995,20DEC2019,36,2,10,93,10,8,27,184,657,3
0000784961,013464,VDC COMMUNICATIONS INC-OLD,31DEC1986,30JUN1995,FDATE,VDC COMMUNICATIONS INC,27MAY1998,16NOV2005,4,0,1,12,0,2,2,12,58,3
0000784961,013464,VDC COMMUNICATIONS INC-OLD,31DEC1986,30JUN1995,FDATE,VDC COMMUNICATIONS INC,27MAY1998,16NOV2005,4,0,1,12,0,2,2,12,58,3
0001125259,013498,CARNIVAL CORPORATION & PLC,30NOV1986,30NOV2019,CUSIP,CARNIVAL PLC,17DEC2001,05FEB2020,17,0,1,53,0,3,28,150,2145,3
0001125259,013498,CARNIVAL CORPORATION & PLC,30NOV1986,30NOV2019,CUSIP,CARNIVAL PLC,17DEC2001,05FEB2020,17,0,1,53,0,3,28,150,2145,3
0001032462,013509,U S RESTAURANT PROPERTIES,31DEC1986,31DEC2004,FDATE,"FF-TSY HOLDING CO II, LLC",07FEB1997,12FEB2008,17,1,6,30,0,3,17,98,401,2
0001032462,013509,U S RESTAURANT PROPERTIES,31DEC1986,31DEC2004,FDATE,"FF-TSY HOLDING CO II, LLC",07FEB1997,12FEB2008,17,1,6,30,0,3,17,98,401,2
0001032462,013509,U S RESTAURANT PROPERTIES,31DEC1986,31DEC2004,FDATE,"FF-TSY HOLDING CO II, LLC",07FEB1997,12FEB2008,17,1,6,30,0,3,17,98,401,2
0000813565,013725,TELE-OPTICS INC,31JUL1983,31DEC1990,FDATE,VELOCITY PORTFOLIO GROUP INC,28APR1999,15OCT2009,27,4,5,78,14,12,3,38,258,2
0000813565,013725,TELE-OPTICS INC,31JUL1983,31DEC1990,FDATE,VELOCITY PORTFOLIO GROUP INC,28APR1999,15OCT2009,27,4,5,78,14,12,3,38,258,2
0000813565,013725,TELE-OPTICS INC,31JUL1983,31DEC1990,FDATE,VELOCITY PORTFOLIO GROUP INC,28APR1999,15OCT2009,27,4,5,78,14,12,3,38,258,2
0000816761,013767,TERADATA CORP-OLD,30JUN1983,30JUN1991,COMPH,TERADATA CORP /DE/,10MAY2007,06FEB2020,13,0,1,37,0,0,31,115,1098,3
0000814286,013896,GVC VENTURE CORP,30JUN1987,30JUN1996,CUSIP,"HALO COMPANIES, INC.",20FEB1998,03APR2017,20,2,0,51,1,1,2,31,158,2
0000814286,013896,GVC VENTURE CORP,30JUN1987,30JUN1996,CUSIP,"HALO COMPANIES, INC.",20FEB1998,03APR2017,20,2,0,51,1,1,2,31,158,2
0000814286,013896,GVC VENTURE CORP,30JUN1987,30JUN1996,CUSIP,"HALO COMPANIES, INC.",20FEB1998,03APR2017,20,2,0,51,1,1,2,31,158,2
0001021097,013925,DYNAMIC CLASSICS LTD,31JAN1983,30APR1994,FDATE,EMERGENT GROUP INC/NY,03OCT1996,01JUN2012,23,3,4,59,6,8,6,45,381,2
0001021097,013925,DYNAMIC CLASSICS LTD,31JAN1983,30APR1994,FDATE,EMERGENT GROUP INC/NY,03OCT1996,01JUN2012,23,3,4,59,6,8,6,45,381,2
0000808031,014207,CENTURION MINERALS LTD-OLD,30JUN1986,30JUN1987,COMPH,CENTURION MINERALS LTD,13JAN2014,03SEP2019,0,0,0,0,0,0,0,0,3,3
0000753365,014216,U S PRECIOUS METALS INC,31DEC1984,31DEC1990,COMPH,U S PRECIOUS METALS INC,27JAN2003,27JAN2003,0,0,0,0,0,0,0,0,1,3
0000830736,014378,XTRANA INC,31DEC1987,31DEC2004,CUSIP,ALPHA INNOTECH CORP,09NOV1995,02NOV2009,17,0,3,45,0,3,22,68,307,2
0000830736,014378,XTRANA INC,31DEC1987,31DEC2004,CUSIP,ALPHA INNOTECH CORP,09NOV1995,02NOV2009,17,0,3,45,0,3,22,68,307,2
0000830736,014378,XTRANA INC,31DEC1987,31DEC2004,CUSIP,ALPHA INNOTECH CORP,09NOV1995,02NOV2009,17,0,3,45,0,3,22,68,307,2
0001505611,015190,COMAMTECH INC -OLD,31DEC1987,31DEC2010,FDATE,"DECISIONPOINT SYSTEMS, INC.",16NOV2010,31OCT2018,4,0,0,18,4,0,3,61,261,2
0001505611,015190,COMAMTECH INC -OLD,31DEC1987,31DEC2010,FDATE,"DECISIONPOINT SYSTEMS, INC.",16NOV2010,31OCT2018,4,0,0,18,4,0,3,61,261,2
0000009235,015209,BKF CAPITAL GROUP INC-OLD,,,CUSIP,BKF CAPITAL GROUP INC,22NOV1995,24SEP2019,27,5,7,56,6,4,29,81,754,3
0000009235,015209,BKF CAPITAL GROUP INC-OLD,,,CUSIP,BKF CAPITAL GROUP INC,22NOV1995,24SEP2019,27,5,7,56,6,4,29,81,754,3
0000009235,015209,BKF CAPITAL GROUP INC-OLD,,,CUSIP,BKF CAPITAL GROUP INC,22NOV1995,24SEP2019,27,5,7,56,6,4,29,81,754,3
0000783284,015409,PLANGRAPHICS INC  -OLD,30SEP1986,30SEP2009,CUSIP,INTEGRATED FREIGHT CORP,14AUG1995,17NOV2017,45,13,11,84,15,16,10,103,381,2
0000783284,015409,PLANGRAPHICS INC  -OLD,30SEP1986,30SEP2009,CUSIP,INTEGRATED FREIGHT CORP,14AUG1995,17NOV2017,45,13,11,84,15,16,10,103,381,2
0000783284,015409,PLANGRAPHICS INC  -OLD,30SEP1986,30SEP2009,CUSIP,INTEGRATED FREIGHT CORP,14AUG1995,17NOV2017,45,13,11,84,15,16,10,103,381,2
0000783284,015409,PLANGRAPHICS INC  -OLD,30SEP1986,30SEP2009,CUSIP,INTEGRATED FREIGHT CORP,14AUG1995,17NOV2017,45,13,11,84,15,16,10,103,381,2
0000783284,015409,PLANGRAPHICS INC  -OLD,30SEP1986,30SEP2009,CUSIP,INTEGRATED FREIGHT CORP,14AUG1995,17NOV2017,45,13,11,84,15,16,10,103,381,2
0000830741,015449,EQUITY AU INC,31DEC1988,31DEC1993,FDATE,"VHGI HOLDINGS, INC.",14AUG1996,14JAN2015,36,11,7,73,15,10,5,63,235,2
0000830741,015449,EQUITY AU INC,31DEC1988,31DEC1993,FDATE,"VHGI HOLDINGS, INC.",14AUG1996,14JAN2015,36,11,7,73,15,10,5,63,235,2
0000830741,015449,EQUITY AU INC,31DEC1988,31DEC1993,FDATE,"VHGI HOLDINGS, INC.",14AUG1996,14JAN2015,36,11,7,73,15,10,5,63,235,2
0000830741,015449,EQUITY AU INC,31DEC1988,31DEC1993,FDATE,"VHGI HOLDINGS, INC.",14AUG1996,14JAN2015,36,11,7,73,15,10,5,63,235,2
0000835688,015465,HEALTHCARE TECHNOLOGIES LTD,31DEC1988,31DEC2006,FDATE,LAXAI PHARMA LTD,19FEB2002,01APR2011,7,4,0,13,4,0,0,28,178,2
0000835688,015465,HEALTHCARE TECHNOLOGIES LTD,31DEC1988,31DEC2006,FDATE,LAXAI PHARMA LTD,19FEB2002,01APR2011,7,4,0,13,4,0,0,28,178,2
0000835688,015465,HEALTHCARE TECHNOLOGIES LTD,31DEC1988,31DEC2006,FDATE,LAXAI PHARMA LTD,19FEB2002,01APR2011,7,4,0,13,4,0,0,28,178,2
0000067088,015627,BANK TOKYO-MITSUBISHI,31MAR1988,31MAR2003,CUSIP,MITSUBISHI UFJ FINANCIAL GROUP INC,24JAN2002,05FEB2020,0,0,0,0,0,0,0,0,1217,2
0000067088,015627,BANK TOKYO-MITSUBISHI,31MAR1988,31MAR2003,CUSIP,MITSUBISHI UFJ FINANCIAL GROUP INC,24JAN2002,05FEB2020,0,0,0,0,0,0,0,0,1217,2
0000067088,015627,BANK TOKYO-MITSUBISHI,31MAR1988,31MAR2003,CUSIP,MITSUBISHI UFJ FINANCIAL GROUP INC,24JAN2002,05FEB2020,0,0,0,0,0,0,0,0,1217,2
0000843006,015799,DOCUCON INC,31DEC1988,31DEC2001,FDATE,ISSUER DIRECT CORP,10AUG1995,15JAN2020,33,5,5,69,4,3,30,110,464,2
0000843006,015799,DOCUCON INC,31DEC1988,31DEC2001,FDATE,ISSUER DIRECT CORP,10AUG1995,15JAN2020,33,5,5,69,4,3,30,110,464,2
0000843006,015799,DOCUCON INC,31DEC1988,31DEC2001,FDATE,ISSUER DIRECT CORP,10AUG1995,15JAN2020,33,5,5,69,4,3,30,110,464,2
0000836429,016620,VALLEY FORGE SCIENTIFIC CORP,30SEP1989,30SEP2004,CUSIP,SYNERGETICS USA INC,23FEB1996,16FEB2016,30,0,10,63,0,3,18,162,579,2
0000836429,016620,VALLEY FORGE SCIENTIFIC CORP,30SEP1989,30SEP2004,CUSIP,SYNERGETICS USA INC,23FEB1996,16FEB2016,30,0,10,63,0,3,18,162,579,2
0000840387,016686,BAY VIEW CAPITAL CORP,31DEC1988,31DEC2005,CUSIP,"GREAT LAKES BANCORP, INC.",14FEB1994,21FEB2008,19,2,5,42,1,5,20,122,438,2
0000840387,016686,BAY VIEW CAPITAL CORP,31DEC1988,31DEC2005,CUSIP,"GREAT LAKES BANCORP, INC.",14FEB1994,21FEB2008,19,2,5,42,1,5,20,122,438,2
0001050441,016717,EAGLE BANCORP INC,31DEC1993,31DEC1994,FDATE,EAGLE BANCORP INC,12DEC1997,04FEB2020,25,0,4,68,0,3,29,264,1227,3
0000312070,016743,IPATH S&P MLP ETN,,,CUSIP,BARCLAYS BANK PLC,17MAR2000,07FEB2020,0,0,0,0,0,0,0,0,35338,2
0000312070,016743,IPATH S&P MLP ETN,,,CUSIP,BARCLAYS BANK PLC,17MAR2000,07FEB2020,0,0,0,0,0,0,0,0,35338,2
0001327364,017122,SOMERSET SVGS BK NEW SOMERVI,31DEC1993,31DEC1997,COMPH,"SHENGKAI INNOVATIONS, INC.",26MAY2005,12AUG2014,13,1,4,29,1,5,5,85,272,2
0001327364,017122,SOMERSET SVGS BK NEW SOMERVI,31DEC1993,31DEC1997,COMPH,"SHENGKAI INNOVATIONS, INC.",26MAY2005,12AUG2014,13,1,4,29,1,5,5,85,272,2
0000737243,017216,ACORN HOLDING CORP -OLD,,,CUSIP,"VALENTEC SYSTEMS, INC",19OCT1995,12MAR2012,21,7,2,55,15,3,10,36,186,2
0000737243,017216,ACORN HOLDING CORP -OLD,,,CUSIP,"VALENTEC SYSTEMS, INC",19OCT1995,12MAR2012,21,7,2,55,15,3,10,36,186,2
0000737243,017216,ACORN HOLDING CORP -OLD,,,CUSIP,"VALENTEC SYSTEMS, INC",19OCT1995,12MAR2012,21,7,2,55,15,3,10,36,186,2
0000826773,017221,NOVO NETWORKS INC,30JUN1998,30JUN2004,FDATE,"UNITEK GLOBAL SERVICES, INC.",15DEC1995,20FEB2015,23,2,3,74,8,11,20,177,723,2
0000826773,017221,NOVO NETWORKS INC,30JUN1998,30JUN2004,FDATE,"UNITEK GLOBAL SERVICES, INC.",15DEC1995,20FEB2015,23,2,3,74,8,11,20,177,723,2
0000826773,017221,NOVO NETWORKS INC,30JUN1998,30JUN2004,FDATE,"UNITEK GLOBAL SERVICES, INC.",15DEC1995,20FEB2015,23,2,3,74,8,11,20,177,723,2
0000826773,017221,NOVO NETWORKS INC,30JUN1998,30JUN2004,FDATE,"UNITEK GLOBAL SERVICES, INC.",15DEC1995,20FEB2015,23,2,3,74,8,11,20,177,723,2
0000826773,017221,NOVO NETWORKS INC,30JUN1998,30JUN2004,FDATE,"UNITEK GLOBAL SERVICES, INC.",15DEC1995,20FEB2015,23,2,3,74,8,11,20,177,723,2
0000740260,017239,KINDRED HEALTHCARE INC,31DEC1988,31DEC2017,CUSIP,"VENTAS, INC.",08DEC1994,06FEB2020,29,1,4,78,0,3,43,396,2656,2
0000740260,017239,KINDRED HEALTHCARE INC,31DEC1988,31DEC2017,CUSIP,"VENTAS, INC.",08DEC1994,06FEB2020,29,1,4,78,0,3,43,396,2656,2
